start_id|end_id|workFrom
24189255818772|320|2005
24189255818772|324|2006
24189255818772|318|2006
2199023263340|1239|2006
21990232562708|551|2003
916|892|2007
916|895|2007
10995116280540|106|2001
35184372094564|963|2008
35184372094564|965|2008
35184372094564|952|2007
35184372094564|957|2007
28587302324228|752|2007
28587302324228|753|2007
28587302324228|754|2007
28587302324228|755|2006
37383395349332|1506|2002
37383395349332|1512|2003
37383395349332|1480|2003
37383395349332|1483|2002
37383395349332|1485|2002
15393162795780|1117|2002
15393162795780|1118|2001
19791209304468|576|2012
19791209304468|561|2004
19791209304468|574|2008
15393162791628|582|2006
15393162791628|586|2006
15393162791628|588|2005
15393162791628|559|2005
35184372089380|1172|2003
35184372089380|1150|2003
21990232556116|354|2004
21990232556116|348|2004
21990232556116|350|2004
13194139536556|544|2007
13194139536556|548|2005
13194139536556|554|2005
28587302326092|554|2003
28587302326092|541|2001
6597069770836|912|2008
6597069770836|919|2006
6597069770836|926|2005
4398046511284|1568|2002
4398046511284|1567|2002
35184372094468|933|2007
35184372094468|902|2007
35184372094468|924|2006
10995116284100|667|2008
2199023262716|1570|2005
2199023262716|1571|2004
2199023262716|1573|2005
2199023262716|1574|2005
26388279067132|1568|2002
15393162791300|672|2004
15393162791300|675|2004
15393162791300|678|2003
15393162791300|665|2004
21990232560692|294|2003
2199023262548|499|2004
2199023262548|500|2005
2199023262548|502|2012
21990232557540|1571|2010
21990232557540|729|2010
30786325582404|721|2004
30786325582404|723|2005
30786325582404|724|2005
30786325582404|727|2003
19791209300756|1557|2009
19791209300756|1559|2009
19791209300756|1560|2008
2199023260436|960|2009
24189255813628|919|2002
24189255813628|921|2001
37383395351764|672|2009
37383395351764|676|2008
37383395351764|665|2009
37383395351764|666|2008
37383395351764|670|2008
35184372094396|1558|2009
2199023260732|809|2010
2199023260732|812|2009
2199023260732|813|2010
6597069770620|1041|2004
6597069770620|1074|2004
6597069770620|1098|2004
6597069770620|396|2004
24189255813692|1062|2007
24189255813692|1048|2008
24189255813692|1050|2007
13194139537708|908|2001
26388279074260|976|2006
26388279074260|969|2008
26388279074260|970|2009
26388279074260|971|2010
26388279074260|972|2007
2199023257556|550|2004
2199023257556|543|2006
8796093022396|454|2010
13194139537972|1061|2000
21990232557868|912|2010
21990232557868|931|2011
21990232557868|934|2010
21990232557868|918|2009
21990232558132|545|2006
21990232558132|549|2009
21990232558132|538|2007
21990232558132|540|2008
4398046511572|1314|2010
4398046511572|1304|2011
4398046511572|1306|2011
4398046511572|1308|2010
4398046511572|1311|2011
24189255813172|919|2008
24189255813172|922|2008
24189255813172|938|2009
24189255813172|909|2007
24189255816148|1558|2000
24189255816148|1561|2001
24189255818044|916|1999
24189255818044|919|1998
24189255818044|936|1998
24189255818044|905|1999
26388279067708|929|2009
6597069769132|888|1999
6597069769132|889|1998
6597069769132|891|1999
6597069769132|894|2000
4398046512636|181|2006
6597069768556|305|2006
6597069768556|299|2006
6597069768556|301|2005
32985348840020|596|2012
32985348840020|590|2010
32985348840020|719|2010
15393162790092|368|2002
15393162790092|359|2001
15393162790092|365|2002
15393162790092|351|2001
8796093022924|903|2000
8796093022924|904|2000
28587302326596|723|2007
28587302326596|301|2007
28587302326596|302|2007
28587302326596|303|2007
2884|978|2007
2884|979|2009
10995116280828|564|2010
1180|993|2007
1180|994|2007
1180|991|2006
19791209301412|1088|2010
19791209301412|1042|2010
19791209301412|1101|2011
19791209301412|1069|2011
2199023261492|338|2005
2199023261492|546|2004
2199023261492|547|2005
2199023261492|552|2004
26388279073948|542|2007
17592186050028|146|2003
17592186050028|167|2004
17592186050028|142|2004
17592186050028|143|2003
6597069767588|149|2002
6597069767588|165|2003
35184372090148|1363|2004
8796093024052|1299|2001
8796093024052|1301|2001
17592186044956|917|2001
17592186044956|918|2003
17592186044956|921|2003
10995116283524|1572|2011
13194139534324|1013|2002
13194139534324|1016|2003
13194139534324|1019|2002
13194139534324|1022|2002
15393162791324|164|2011
15393162791324|151|2007
2199023257660|912|2006
2199023257660|934|2006
2199023257660|923|2005
2199023257660|924|2006
19791209302372|675|2003
19791209302372|679|2003
19791209302372|681|2003
28587302325084|470|2002
28587302325084|457|2001
28587302325084|461|2002
6597069767892|930|2001
6597069767892|933|2001
6597069767892|920|2000
6597069767892|937|2002
1708|547|2003
1708|539|2004
1708|542|2003
30786325577740|296|2009
30786325577740|298|2008
32985348835700|887|2004
32985348835700|888|2005
32985348835700|890|2003
32985348835700|895|2005
17592186045484|901|2003
17592186045484|1051|2003
35184372090700|544|2009
35184372090700|554|2009
35184372090700|538|2010
35184372090700|541|2010
5572|545|2006
5572|554|2007
5572|540|2008
6597069770452|545|2007
6597069770452|548|2006
6597069770452|540|2008
6597069770452|541|2006
30786325580228|918|2002
30786325580228|984|2003
30786325580228|907|2002
30786325580228|925|2002
28587302328652|570|2007
28587302328652|571|2006
2199023255884|912|2007
2199023255884|913|2007
2199023255884|930|2007
2199023255884|908|2007
2199023255884|926|2008
4398046515916|960|2011
4398046515916|967|2010
4398046515916|951|2009
4398046515916|958|2010
4398046515916|959|2011
8796093027340|921|2001
32985348840636|887|2007
32985348840636|889|2009
32985348840636|891|2007
32985348840636|892|2007
26388279067660|675|2011
26388279067660|680|2010
26388279067660|666|2010
26388279067660|1006|2010
26388279067660|670|2011
28587302328316|809|2010
28587302328316|810|2010
28587302328316|811|2006
28587302328316|812|2009
3580|894|2011
26388279074476|547|2007
26388279074476|548|2006
26388279074476|917|2007
26388279074476|396|2008
26388279074476|542|2007
6597069772684|35|2005
6597069772684|68|2005
15393162792028|931|2001
15393162792028|915|2001
15393162792028|937|2002
17592186052188|454|2007
17592186052188|476|2005
17592186052188|479|2005
26388279067036|603|2002
26388279067036|604|2001
30786325582428|1075|2007
30786325582428|1045|2006
10995116283004|320|2010
10995116283004|674|2010
10995116283004|675|2010
10995116283004|682|2009
24189255818372|972|2007
4398046512708|1357|2003
6597069767748|548|2005
6597069767748|538|2006
6597069767748|543|2006
19791209304132|545|2006
19791209304132|547|2006
19791209304132|553|2007
19791209304132|542|2007
19791209304132|543|2007
17592186048317|292|2001
17592186048317|295|2000
15393162792317|1171|2008
15393162792317|1165|2009
21990232558421|1568|2007
21990232558421|795|2008
21990232558421|1567|2006
26388279074045|296|2010
26388279074045|297|2011
37383395345205|906|2003
37383395345205|924|2003
24189255812437|208|2011
24189255812437|205|2011
8796093025149|896|2005
8796093025149|895|2004
2199023261541|562|2001
2199023261541|563|2003
2199023261541|580|2002
2199023261541|773|2002
32985348840333|758|2005
21990232560013|1560|2005
5237|145|2008
5237|146|2012
5237|166|2007
5237|151|2009
13194139539573|1190|2001
13194139539573|1212|2000
19791209306509|369|2006
13194139535245|888|2002
13194139535245|892|2002
32985348839813|916|2008
32985348839813|907|2007
28587302324589|1412|2007
28587302324589|1418|2012
13194139533629|865|2002
13194139533629|866|2000
8796093022709|1241|2002
6597069772141|496|2010
6597069772141|1569|2007
6597069772141|516|2012
35184372095117|550|2005
35184372095117|554|2007
35184372095117|538|2011
35184372095117|540|2007
13194139536261|918|2005
13194139536261|934|2004
13194139536261|923|2006
13194139536261|924|2005
17592186052021|916|2001
17592186052021|922|2001
17592186052021|926|2001
17592186052021|927|2000
37383395351861|1232|2010
37383395351861|897|2010
37383395351861|888|2010
37383395351861|893|2009
37383395347317|906|2004
37383395347317|926|2005
13194139533677|930|2001
13194139533677|932|2001
13194139533677|936|2001
13194139533677|921|2001
13194139533677|907|2001
4398046515533|547|2011
2199023259125|304|2007
2199023259125|307|2008
2199023259125|301|2009
2199023259125|302|2009
2199023260533|321|2001
2199023260533|323|2001
2199023260533|310|2001
2199023260533|315|2001
2199023260533|317|2001
6597069772661|1059|2009
6597069772661|1274|2008
6597069772661|685|2009
6597069772661|1023|2008
19791209302253|932|1999
19791209302253|935|1999
19791209302253|936|2000
19791209302253|301|2000
21990232559341|552|2007
21990232559341|956|2006
8796093024053|592|2008
8796093024053|1394|2007
8796093024053|405|2008
19791209306581|758|2010
1061|915|1999
1061|921|2000
8796093023165|192|1998
8796093023165|186|1999
8796093023165|190|1999
21990232561149|792|2003
21990232561149|781|2003
26388279073277|550|2012
26388279073277|552|2012
26388279073277|540|2011
26388279073277|543|2013
2117|544|2010
2117|545|2010
2117|541|2010
6869|1424|2006
6869|1433|2006
6869|1438|2007
2199023255573|890|2008
2199023255573|892|2008
6597069770197|930|2003
6597069770197|916|2004
6597069770197|920|2002
6597069770197|937|2003
6597069770197|927|2003
17592186050485|377|2013
21990232558085|208|2002
21990232558085|209|2000
21990232558085|205|2001
21990232558085|206|2002
21990232558085|207|2001
35184372095237|1414|2003
2693|1191|2010
10995116282829|547|2005
10995116282829|549|2004
10995116282829|1567|2005
10995116277893|704|2007
10995116277893|696|2007
10995116277893|712|2006
10995116277893|697|2005
10995116277893|1180|2008
26388279067469|304|2001
26388279067469|306|2002
8796093023885|276|2005
8796093023885|278|2004
8796093023885|267|2004
8796093023885|286|2004
8796093023885|271|2005
10995116282957|285|2002
10995116282957|269|2002
10995116282957|270|2002
28587302327581|1534|2004
13194139535269|1117|2002
13194139535269|1118|2002
6597069772397|604|2003
6597069772397|606|2003
4398046513949|1298|2001
4398046513949|1301|2001
26388279068333|665|2003
32985348834637|438|2007
32985348834637|414|2010
15393162793037|896|2003
15393162793037|889|2002
15393162793037|893|2001
21990232558013|912|2009
21990232558013|914|2005
21990232558013|937|2011
26388279069717|1314|2008
26388279069717|1315|2007
6597069772517|552|2007
6597069772517|538|2007
6597069772517|540|2006
32985348837493|545|2002
32985348837493|520|2002
32985348837493|541|2004
37383395350589|1568|2002
37383395350589|1567|2002
13194139539013|545|2012
13194139539013|548|2012
13194139539013|554|2011
13194139539013|542|2013
4398046513661|930|2000
4398046513661|936|2000
4398046513661|764|1999
4398046513661|925|2000
10995116280837|887|2004
10995116280837|891|2010
10995116280837|892|2005
10995116280837|895|2012
32985348838557|803|2004
32985348838557|804|2003
32985348838557|793|2003
6597069768845|824|2009
6597069768845|826|2010
701|728|2011
701|729|2009
15393162796301|1561|2006
17592186048925|1117|2012
17592186048925|1118|2011
37383395346405|472|2002
37383395346405|461|2003
37383395346405|462|2002
28587302325333|865|2007
26388279070293|1558|2003
26388279070293|1561|2003
26388279066893|583|2005
26388279066893|572|2006
28587302325261|544|2008
28587302325261|396|2011
4398046516133|897|2003
4398046516133|892|2003
4398046516133|893|2001
26388279067397|1459|2004
26388279067397|101|2006
26388279067397|1526|2004
26388279067397|1466|2006
26388279067397|1450|2006
21990232558813|299|2003
24189255814877|548|2004
24189255814877|543|2002
30786325578317|903|2008
30786325578317|904|2006
8796093029613|1328|2002
8796093029613|1348|2001
8796093029613|1350|2001
30786325581877|481|2007
30786325581877|453|2006
30786325581877|469|2005
30786325581877|486|2005
30786325581877|445|2005
17592186051637|699|2006
17592186051637|701|2005
15393162791205|1558|2008
15393162791205|1559|2008
15393162791205|1561|2007
5381|803|2011
5381|787|2011
5381|789|2012
5381|782|2007
28587302328389|357|1998
8796093024405|905|2006
8796093024405|910|2005
30786325580037|769|2007
30786325580037|761|2007
30786325580037|762|2008
17592186046397|915|2002
17592186046397|932|2001
17592186046397|919|2003
17592186046397|540|2003
35184372090869|887|2002
35184372090869|889|2003
35184372090869|895|2002
15393162794573|1459|2005
6597069772021|808|2011
6597069772021|781|2006
6597069772021|782|2010
6597069772021|783|2010
19791209305661|902|2005
19791209305661|550|2005
19791209305661|552|2004
19791209305661|539|2003
19791209305661|541|2005
6597069767117|818|2010
6597069767117|820|2012
6597069767117|822|2011
6597069767117|1126|2010
2199023259525|1014|2007
2199023259525|1018|2008
2199023259525|1021|2008
2199023259525|1022|2008
8796093025653|552|2003
8796093025653|538|2003
8796093024125|906|2003
8796093024125|909|2002
8796093024125|927|2002
26388279073997|924|2010
26388279073997|926|2000
13194139539621|1001|2007
13194139539621|1002|2006
4398046518173|486|1998
19791209303973|545|2001
19791209303973|547|2002
19791209303973|553|2001
19791209303973|542|2001
19791209303973|543|2001
1949|552|2005
1949|553|2012
13194139540221|930|2003
13194139540221|931|2002
13194139540221|935|2004
13194139540221|905|2002
32985348839837|676|2009
32985348839837|664|2008
32985348839837|668|2009
32985348839837|943|2008
8796093024837|49|2008
8796093024837|67|2007
8796093024837|68|2007
8796093024837|70|2007
15393162789125|1073|2007
2199023263341|1303|2007
2199023263341|1310|2010
17592186051733|1558|2003
17592186051733|1559|2003
17592186051733|1561|2002
6597069768037|738|2009
6597069768037|742|2012
6597069768037|745|2010
10995116278085|305|2006
10995116278085|307|2005
21990232561837|1296|2004
21990232561837|1301|2004
21990232561837|1302|2005
35184372091205|551|2006
32985348834869|353|2005
32985348834869|354|2007
32985348834869|357|2003
2199023259653|1505|2008
3413|1001|2003
30786325582941|354|2004
30786325582941|351|2005
2199023256525|809|2007
2199023256525|811|2006
2199023256525|813|2006
37383395345397|932|2011
37383395345397|935|2011
13194139534429|533|2000
13194139534429|535|2000
13194139534429|343|2000
8796093028845|896|2005
8796093028845|890|2004
8796093028845|893|2005
17592186044909|1001|2006
17592186044909|1002|2006
10995116280421|1445|2008
10995116280421|1517|2008
10995116280421|1470|2009
101|448|2006
101|452|2004
101|489|2006
101|444|2006
101|862|2004
2199023261741|1039|2002
13194139538989|728|2005
13194139538989|552|2005
13194139538989|553|2005
13194139538989|541|2006
13194139538989|542|2006
15393162796445|833|2010
15393162796445|837|2011
15393162796445|838|2011
15393162796445|842|2009
2199023259381|180|2007
10995116283957|1346|2002
10995116283957|1330|2002
10995116283957|1337|2002
10995116283957|1339|2001
10995116283957|1326|2002
13194139536821|273|2011
13194139536821|931|2013
13194139536821|918|2013
13194139536821|919|2013
13194139536821|924|2012
6597069770221|456|2012
6597069770221|489|2012
6597069770221|477|2010
6597069770221|445|2007
6597069770221|462|2009
6597069768317|805|2007
28587302328957|897|2011
28587302328957|888|2009
28587302328957|893|2012
28587302328957|894|2002
37383395351205|187|2001
37383395351205|477|2002
37383395351205|445|2001
26388279070389|920|2008
26388279070389|906|2008
26388279070389|911|2009
5525|915|2009
5525|917|2009
5525|926|2009
5525|927|2009
24189255813605|961|2007
26388279073709|928|2002
26388279073709|930|2003
26388279073709|933|2003
26388279073709|905|2002
17592186044477|307|2009
32985348836925|890|2008
32985348836925|892|2007
32985348836925|893|2007
32985348836925|895|2008
6293|547|2004
21990232556605|544|2007
21990232556605|553|2008
10995116283405|912|2006
10995116283405|913|2006
10995116283405|921|2006
30786325579141|3|2010
30786325579141|6|2009
6597069772613|907|2006
19791209304277|1522|2008
19791209304277|1526|2009
19791209304277|1511|2009
19791209304277|1497|2008
8796093023261|679|2009
8796093023261|666|2009
8796093023261|667|2008
35184372090149|905|2013
32985348840709|566|2011
32985348840709|919|2011
8796093025029|674|2001
8796093025029|666|2000
7109|180|2007
7109|142|2008
37383395347901|912|2011
37383395347901|915|2011
37383395347901|932|2011
37383395349261|596|2006
37383395349261|599|2006
26388279068189|720|2001
4398046517549|176|2006
4398046517549|178|2007
4398046517549|182|2007
4398046517549|169|2007
4398046517549|159|2006
8796093025269|960|2004
7709|913|2001
7709|1330|2005
7709|922|2005
17592186048781|675|2005
17592186048781|681|2005
17592186048781|682|2006
10995116282333|963|2001
10995116282333|955|2000
4398046514965|1299|2007
4398046514965|750|2008
21990232560693|1015|2008
17592186049669|106|2010
17592186049669|107|2012
17592186049669|108|1999
17592186049669|109|2012
15393162790117|471|2001
15393162790117|458|2000
15393162790117|461|2001
32985348840069|1568|2010
32985348840069|1567|2007
37383395351837|256|1999
37383395351837|254|2000
37383395351837|255|2000
35184372090605|533|2002
35184372090605|534|2003
35184372090605|535|2003
5165|546|2006
2199023257221|1560|2005
13194139537229|545|2009
13194139537229|550|2009
13194139537229|539|2010
13194139537229|540|2011
6597069766709|891|2005
6597069766709|894|2006
15393162792269|824|2007
15393162792269|825|1998
15393162792269|827|1999
6597069773469|961|2001
6597069773469|964|2001
6597069773469|966|2003
35184372094469|549|2004
8796093025869|758|2002
1613|1317|2007
1613|298|2005
19791209305685|562|2008
19791209305685|574|2008
32985348840949|672|2007
32985348840949|674|2008
32985348840949|682|2008
35184372093173|1296|2007
35184372093173|1297|2007
35184372093173|1299|2010
35184372093173|1301|2006
35184372093173|1302|2008
4398046518125|721|2002
4398046518125|726|2004
4398046518125|716|2003
4398046518125|718|2004
4398046518125|719|2003
10995116278437|896|2005
10995116278437|889|2009
10995116278437|893|2003
4398046512925|208|2006
4398046512925|207|2006
2199023258157|708|2008
2199023258157|703|2008
6597069770621|934|2004
6597069770621|921|2002
6597069770621|906|2003
6597069770621|907|2003
28587302323565|917|2007
28587302323565|918|2006
28587302323565|908|2006
19791209301933|578|2004
19791209301933|583|2005
19791209301933|584|2005
19791209301933|570|2004
21990232562653|296|2010
21990232562653|297|2010
21990232562653|298|2008
19791209307325|1320|2000
19791209307325|1321|2001
19791209307325|1322|2000
19791209307325|1323|2000
19791209307325|1325|2000
10995116278973|641|2006
10995116278973|662|2006
10995116278973|637|2006
10995116278973|654|2006
13194139539957|923|2001
13194139539957|909|2002
26388279068829|1322|2001
26388279068829|1323|2001
6597069768749|988|2000
35184372093221|1226|2003
35184372093221|1230|2002
13194139534229|1569|2009
13194139534229|1572|2009
10995116278829|1014|2008
10995116278829|1020|2005
24189255817621|1011|2009
24189255817621|776|2007
24189255817621|796|2008
3773|934|2002
3773|906|2001
3773|907|2002
3773|910|2001
3773|911|2001
24189255812245|1027|2003
24189255812245|1034|2004
10995116285325|299|2010
10995116285325|301|2009
35184372090413|585|2006
35184372090413|251|2007
35184372090413|557|2007
8796093024525|676|2002
8796093024525|679|2003
8796093024525|664|2003
8796093024525|682|2003
17592186050797|416|2007
17592186050797|426|2012
17592186050797|428|2010
2199023260733|552|2007
28587302328101|1105|2000
28587302328101|1053|2001
6597069772901|534|2010
2199023257805|1226|2001
2199023257805|1227|2001
2199023257805|1230|2001
37383395351621|825|2007
37383395351621|826|2007
15393162789669|1568|2008
15393162789669|548|2008
15393162789669|551|2008
15393162789669|554|2008
32985348838373|795|2005
32985348838373|781|2008
28587302328293|1558|2007
21990232559605|545|2009
21990232559605|546|2008
21990232559605|550|2008
21990232559605|543|2009
32985348834165|489|1999
32985348834165|446|1999
32985348834165|463|2000
17592186047813|839|1999
15393162792621|1505|2007
15393162792621|787|2006
15393162792621|798|2007
2199023255861|1226|2005
2199023255861|1228|2008
2199023255861|1229|2007
2199023255861|1230|2004
26388279073397|1306|2002
6597069770693|183|2001
6597069770693|171|2001
6597069770693|142|2001
4398046514629|400|2010
4398046514629|399|2010
19791209303949|544|2009
8796093028389|887|2004
8796093028389|889|2005
8796093028389|890|2005
13194139540517|915|2009
26388279068045|256|2010
26388279068045|921|2007
26388279068045|908|2004
26388279068045|925|2012
26388279068045|926|2007
13194139534933|561|2002
13194139534933|579|2002
13194139534933|564|2002
32985348834261|736|2007
15393162796061|539|2003
15393162796061|540|2003
15393162796061|541|2002
6597069772493|548|2004
6597069772493|549|2005
35184372093029|912|2004
35184372093029|346|2004
35184372093029|906|2004
4398046518901|925|2004
15393162791157|1321|2011
28587302329589|1227|2009
28587302329589|1229|2010
19791209303589|929|2000
19791209303589|906|2000
2199023257661|67|2003
2199023257661|41|2004
2199023257661|75|2004
2199023257661|61|2004
2199023257661|45|2004
6597069771221|464|2008
6597069771221|462|2009
35184372091757|245|2007
35184372091757|246|2012
35184372091757|220|2009
6597069769061|1001|2008
6597069769061|1002|2007
35184372094181|932|2006
35184372094181|921|2006
35184372094181|907|2006
35184372094181|923|2007
37383395352029|929|2009
37383395352029|931|2009
37383395352029|916|2009
37383395352029|924|2009
37383395352029|925|2008
19791209300357|789|2005
19791209300357|806|2006
4398046517125|914|2012
4398046517125|916|2013
4398046517125|917|2012
4398046517125|911|2013
17592186050317|923|2004
35184372092309|722|2005
35184372092309|724|2006
35184372092309|727|2006
1301|700|2006
6597069773989|151|2005
6597069773989|139|2006
35184372093437|208|2002
35184372093437|209|2002
35184372093437|205|2001
35184372093437|207|2001
28587302324613|672|2006
28587302324613|679|2005
28587302324613|671|2006
6597069773261|1322|2003
6597069773261|907|2003
6597069773261|1325|2002
19791209302557|371|2000
19791209302557|373|2000
19791209302557|379|2001
28587302325829|145|2010
28587302325829|180|2010
28587302325829|138|2009
28587302325829|157|2009
28587302323125|1557|2006
28587302323125|1558|2006
28587302323125|1560|2006
28587302323125|1561|2006
1637|565|2008
1637|555|2007
1637|573|2009
1757|551|2004
1757|540|2004
17592186049046|1001|2011
17592186047694|960|2007
17592186047694|962|2007
17592186047694|1003|2007
17592186047070|929|2001
17592186047070|932|2002
19791209305686|922|2009
17592186046566|809|2008
17592186046566|810|2008
17592186046566|813|2009
4398046518374|920|2004
6246|915|2001
6246|917|2003
6246|918|2003
6246|925|2003
6246|910|1999
13194139540758|345|2003
13194139540758|346|2001
26388279074502|893|2006
26388279071342|1316|2005
26388279071342|1318|2005
26388279071342|1319|2004
26388279071342|1304|2006
26388279071342|1307|2006
26388279069094|675|1999
26388279069094|682|1999
6597069769134|758|2000
26388279072686|544|2009
30786325581342|547|2010
30786325581342|550|2011
10995116284222|112|2004
10995116284222|115|2004
10995116284222|403|2004
10995116284222|120|2004
10995116284222|111|2002
4926|297|2005
4926|969|2003
4926|973|2004
4926|975|2004
17592186045246|545|2001
17592186045246|550|2001
37383395352214|819|2012
17592186048342|266|2009
17592186048342|1324|2004
17592186048342|287|2003
19791209306510|980|2003
19791209306510|969|2003
8796093023934|897|2008
8796093023934|889|2008
8796093023934|893|2008
8796093023934|894|2008
4302|1227|2007
13194139537374|915|2003
13194139537374|936|2002
13194139537374|906|2003
13194139537374|923|2003
13194139537374|924|2001
30786325580470|553|2007
2199023262334|1548|2006
8796093026430|1046|2008
8796093026430|1030|2007
8796093026430|1049|2007
8796093026430|1084|2007
4398046515894|1558|2005
4398046515894|1560|2005
4398046515894|1561|2006
8796093024574|21|2006
8796093024574|26|2007
26388279069886|1568|2008
26388279069886|1567|2008
17592186045630|570|2002
21990232558182|549|2005
21990232558182|890|2005
21990232558182|539|2004
21990232558182|542|2005
19791209306910|841|2004
24189255816102|1558|2005
24189255816102|1559|2004
24189255816102|1560|2005
24189255816102|825|2005
8796093023334|930|2006
6597069770286|20|2007
6597069770286|293|2007
6597069770286|1111|2006
28587302322366|2|1999
28587302322366|5|2000
2199023259654|906|2003
37383395346286|1552|2003
37383395346286|1553|2002
37383395346286|1539|2002
37383395350806|658|2013
37383395350806|643|2013
10995116278254|1572|1999
28587302326766|551|2005
28587302326766|541|2004
13194139538630|548|2004
13194139538630|551|2004
13194139538630|539|2004
13194139538630|540|2005
28587302327286|1228|2006
28587302327286|1229|2006
10995116278014|165|2002
10995116278014|182|2002
10995116278014|170|2004
13194139539742|1538|2009
13194139539742|85|2009
13194139539742|774|2008
13194139539742|717|2009
13194139539742|398|2009
28587302326046|546|2005
28587302326046|548|2007
28587302326046|549|2006
28587302326046|543|2007
35184372094062|487|2011
35184372094062|456|2011
10995116283198|761|2005
35184372094662|705|2007
35184372094662|696|2006
35184372094662|698|2006
35184372094662|715|2006
26388279069118|692|2005
26388279069118|693|2004
26388279069118|684|2004
26388279069118|686|2004
4398046515366|1557|2011
4398046515366|1561|2012
19791209301670|1559|2005
19791209301670|1561|2005
19791209301670|1563|2005
4398046515702|545|2000
4398046515702|538|2000
4398046515702|554|2000
24189255815246|770|2005
24189255815246|763|2008
24189255812014|729|2011
24189255812014|957|2010
17592186045294|983|2004
17592186045294|984|2003
17592186045294|986|2003
4974|995|2010
4974|985|2011
4974|986|2010
24189255811350|480|2011
24189255811350|1040|2012
24189255811350|485|2012
24189255811350|456|2012
24189255811350|475|2012
6597069768318|1083|2012
17592186049934|1568|2008
17592186049934|1567|2008
15393162790854|546|2007
15393162790854|548|2007
15393162790854|549|2008
15393162790854|539|2007
15393162790854|540|2009
1182|544|2003
1182|553|2003
1182|554|2003
30786325584030|12|2012
10995116282854|918|2002
10995116282854|920|2001
5838|241|2003
5838|227|2012
5838|248|2012
15393162791158|1536|2005
15393162791158|1537|2006
24189255816526|978|2007
24189255816526|981|2007
24189255816526|970|2008
24189255816526|974|2007
24189255816526|975|2006
2199023260830|1100|2002
8796093025102|0|2007
8796093025102|1|2006
8796093025102|3|2006
8796093025102|5|2007
15393162794222|1561|2005
32985348835486|932|2006
32985348835486|423|2007
32985348835486|919|2007
32985348835486|926|2007
21990232563358|562|2001
21990232563358|588|2000
8796093025318|785|2007
8796093025318|803|2007
8796093025318|794|2008
8796093025318|796|2007
8796093025318|783|2007
37383395347390|916|2004
35184372093270|919|2003
35184372093270|924|2003
35184372093270|911|2003
35184372093270|927|2003
37383395346238|1345|2001
37383395346238|1330|2001
37383395346238|1331|2001
37383395346238|1334|2000
37383395346238|1336|2001
35184372091014|547|2005
35184372091014|548|2009
35184372091014|552|2003
35184372091014|553|2005
35184372091014|543|2011
30786325579742|896|2001
30786325579742|890|2000
30786325579742|895|2001
2199023259750|567|2007
2199023259750|555|2007
2199023259750|587|2005
2199023259750|573|2006
2199023259750|575|2006
30786325585526|964|2010
30786325585526|951|2004
35184372090342|549|2002
35184372090342|553|2002
32985348839838|961|2005
32985348839838|963|2005
35184372090942|901|2008
35184372090942|893|2009
10995116282334|913|2005
10995116282334|918|2004
10995116282334|920|2005
10995116282334|925|2005
8796093026278|23|2006
8796093026278|30|2004
10995116280118|546|1999
10995116280118|547|1999
10995116280118|552|2000
10995116280118|538|2000
3390|913|2007
3390|935|2004
3390|908|2005
2199023256286|930|2006
2199023256286|932|2006
13194139537278|1155|2008
13194139537278|1156|2011
13194139537278|1140|2010
13194139537278|1173|2008
13194139536414|183|2001
13194139536414|157|2000
13194139536414|142|2001
21990232560670|758|2000
28587302328246|170|2006
28587302328246|171|2008
6597069773806|400|2008
6597069773806|399|2007
30786325577910|1344|2011
30786325577910|1333|2011
30786325577910|1350|2011
30786325577910|1342|2011
8796093024286|1344|2007
8796093024286|1334|2007
8796093024286|1350|2007
8796093024286|1342|2008
32985348838326|483|2010
32985348838326|453|2009
32985348838326|442|2009
32985348838326|479|2009
6597069770814|106|2003
6597069770814|108|2004
35184372093294|348|2007
35184372093294|364|2007
35184372095238|800|2010
35184372095238|784|2006
35184372095238|801|2004
35184372095238|804|2007
21990232561054|931|2003
21990232561054|915|2003
21990232561054|919|2003
21990232561054|923|2002
21990232561054|927|2004
15393162794294|891|2000
15393162794294|893|2012
15393162794294|894|2008
32985348840590|1313|2003
32985348840590|1314|2003
32985348840590|1315|2003
32985348840590|1303|2003
32985348837894|1491|2005
6390|1206|2006
15393162789382|301|2003
32985348838110|917|2007
32985348838110|906|2006
32985348838110|926|2007
3270|540|2009
24189255814126|915|2009
24189255814126|919|2008
24189255814126|922|2008
24189255814126|1115|2008
24189255814126|927|2008
21990232556046|933|2007
2199023255982|1444|2010
2199023255982|1512|2012
24189255816622|469|2005
24189255816622|457|2008
7566|532|2006
7566|536|2006
7566|537|2005
24189255814030|897|2001
30786325583542|468|2000
30786325583542|444|2000
32985348835206|1178|2007
6597069770174|913|2003
4398046512782|912|2004
4398046512782|930|2004
4398046512782|931|2005
4398046512782|905|2004
4398046512782|12|2005
2199023259214|676|2001
2199023259214|679|2001
2199023259214|665|2002
2199023259214|666|2001
5166|1552|2001
5166|1549|2000
2199023256894|501|2004
2199023256894|492|2005
2199023256894|1214|2005
2199023256894|511|2004
17592186050270|322|2011
17592186050270|328|2011
17592186050270|318|2012
17592186050270|319|2006
37383395348742|1086|2005
2199023261142|913|2011
2199023261142|931|2010
2199023261142|932|2010
2199023261142|918|2011
2199023261142|906|2011
6597069772806|566|2004
6597069772806|583|2003
6597069772806|574|2004
6597069772806|575|2003
30786325580014|1226|2007
30786325580014|1227|2010
30786325580014|1228|2004
32985348840310|257|2006
